username,anora,conclave,the-brutalist,emilia-perez,nickel-boys,wicked-2024,maria-2024,oppenheimer-2023,poor-things-2023,the-holdovers,american-fiction,everything-everywhere-all-at-once,all-quiet-on-the-western-front-2022,the-fabelmans,the-banshees-of-inisherin,women-talking,top-gun-maverick,elvis-2022,coda-2021,the-power-of-the-dog,west-side-story-2021,dont-look-up-2021,king-richard,tick-tick-boom-2021,dune-2021,mank,nomadland,the-trial-of-the-chicago-7,borat-subsequent-moviefilm,promising-young-woman,palm-springs-2020,parasite-2019,1917,once-upon-a-time-in-hollywood,jojo-rabbit,green-book,roma-2018,black-panther,bohemian-rhapsody,eighth-grade,can-you-ever-forgive-me,the-favourite,cold-war-2018,the-shape-of-water,three-billboards-outside-ebbing-missouri,lady-bird,get-out-2017,call-me-by-your-name,dunkirk-2017,i-tonya,blade-runner-2049,moonlight-2016,la-la-land,hidden-figures,arrival-2016,lion,spotlight,the-big-short,the-revenant-2015,the-martian,mad-max-fury-road,birdman-or-the-unexpected-virtue-of-ignorance,boyhood,the-grand-budapest-hotel,the-imitation-game
erspamer_matt,0.84,-0.99,,,1.45,-0.99,,0.84,-1.6,0.84,,-1.6,,0.84,-0.38,,0.23,0.23,-1.6,1.45,0.23,-0.99,,,0.23,0.84,-0.38,,0.23,-1.6,-0.99,0.84,-0.99,0.84,-1.6,-2.21,0.23,0.23,-1.6,-0.99,0.84,-0.38,0.23,-2.21,-1.6,0.84,0.23,1.45,-0.38,-1.6,0.23,1.45,-0.99,0.23,0.23,-0.99,0.84,0.23,0.23,-0.38,1.45,-0.99,1.45,0.84,-0.38
_lydiogames,-0.81,0.72,0.21,-1.32,-0.81,-0.3,,0.72,1.23,0.72,-0.81,0.21,-0.81,0.72,1.23,,-0.81,0.21,0.21,1.23,1.74,-1.83,0.21,-0.81,-1.83,-0.81,-0.3,0.21,0.21,-0.3,0.21,1.74,0.21,0.21,-1.32,-0.81,-2.34,-0.3,-0.81,-0.3,0.72,0.72,-0.81,1.74,0.72,1.23,0.21,-0.81,0.21,,0.72,1.23,-0.81,-0.3,0.21,,,-0.81,-1.32,-0.3,-1.83,0.21,,1.74,
jakie_jake,0.78,,0.33,,,0.33,,1.24,-0.58,0.78,,,,0.33,0.78,,,-0.58,,,,,,,-0.13,0.33,,,-1.04,,0.33,1.24,0.33,0.33,-1.04,,1.69,0.33,-1.95,0.78,,1.24,1.24,1.24,,0.33,1.24,,0.78,-1.04,1.24,1.69,0.33,,,,,,0.33,,1.24,1.24,,1.24,
oljack_burton,1.83,1.24,1.24,,,0.05,,1.24,1.24,1.24,0.64,1.83,1.24,1.24,1.83,0.64,1.24,0.64,1.24,1.24,1.24,,0.64,0.05,1.24,,,,,,0.64,,1.24,0.64,,-0.55,,0.64,,,,,,1.83,,,1.83,,,1.24,1.83,1.83,,,1.24,,1.24,,0.64,1.83,1.83,,,,
brashbelle,0.77,0.3,-1.13,-2.09,-1.13,-1.13,,1.25,1.72,1.72,0.77,-0.66,0.77,-0.66,1.72,,-0.18,-1.13,0.77,0.77,-0.18,0.77,-0.18,-0.66,-1.13,,0.77,,,1.72,1.25,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,1.72,,,,
swarnim_thapa10,,0.86,1.36,-1.61,,,,1.36,0.86,1.36,0.86,,0.37,1.36,1.36,,,0.37,,,,0.37,,,,,,,,,0.37,,,,,,,,0.37,,,,,,,,,0.86,,,,,1.36,,,,,1.36,,,1.36,,,1.36,
kitrv,0.7,0.7,,,,1.78,,1.78,1.24,1.24,-0.39,,1.24,1.24,0.7,0.7,1.78,0.15,,0.15,-0.39,0.15,,,,,,,,1.24,1.24,,1.78,1.24,1.24,,,0.7,0.15,0.15,,0.7,,1.78,,,1.78,0.7,0.7,0.7,,1.24,1.78,,1.24,1.24,,-0.39,1.78,,1.78,0.7,0.7,1.24,
lilliancrawford,1.06,1.06,-0.95,0.66,1.06,0.66,-1.35,-1.76,1.06,1.47,-0.55,-2.16,-0.95,0.26,0.66,1.06,,0.26,0.26,-0.95,-1.35,-2.16,,0.26,0.26,1.06,0.26,,,-0.55,0.66,1.06,,-0.15,-2.16,-2.16,1.06,,,0.26,,1.06,-0.55,,-0.95,,,,,,,,,,,,,,,,0.66,,,,
eddiebergman,1.07,-0.07,,,,,,1.07,1.07,1.07,,2.2,,-0.07,1.64,,0.5,,,1.07,,-1.2,1.07,,-0.07,-0.07,-0.07,-0.07,,-1.2,1.07,2.2,0.5,1.07,-0.07,-0.64,1.07,1.07,0.5,1.07,,1.07,,,,-0.64,2.2,1.07,-0.64,0.5,2.2,2.2,1.07,,,,,-0.07,,0.5,2.2,1.64,,1.64,1.64
thesherminator,0.02,0.55,0.55,-2.61,,-2.08,,2.13,0.55,2.13,0.55,-1.03,,1.07,1.6,,1.07,-0.51,0.02,0.02,1.07,-2.08,0.02,-1.56,1.07,0.02,-0.51,-0.51,0.55,-0.51,-0.51,0.55,0.02,1.6,-1.56,0.02,-1.03,0.55,-1.03,0.55,-0.51,1.07,-0.51,1.07,-1.03,1.07,1.07,1.07,1.6,-1.03,1.6,2.13,1.6,0.02,,-0.51,1.07,1.07,0.55,1.07,2.13,1.07,1.6,1.6,-1.03
brianrowe,1.89,0.32,1.37,0.32,-0.74,0.84,0.32,1.37,1.89,1.37,0.84,1.89,1.37,1.37,0.84,0.84,0.84,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,0.84,,,,,,0.84,,,,,,,,,0.84,
kevlarx,1.68,0.11,1.16,,,-1.47,,0.63,1.16,1.16,,1.68,,0.11,0.63,1.16,0.11,-0.42,,0.63,0.11,-2.53,,,0.63,-1.47,0.63,,-0.42,-0.42,0.63,0.63,-0.42,1.16,-0.42,,1.68,0.63,-1.47,0.63,,0.11,1.68,0.63,0.63,1.16,0.63,0.63,0.63,-0.42,0.63,0.63,-0.42,,1.16,,0.63,0.11,-0.42,0.63,1.16,0.11,1.68,0.63,
brookeburns,0.77,1.26,0.77,,1.26,-0.21,1.26,1.26,1.26,1.26,0.77,1.26,-0.21,0.77,0.28,1.75,1.26,-0.21,0.77,0.28,0.28,-1.19,0.77,0.28,0.77,1.26,1.75,-0.21,-0.7,1.75,-0.21,1.75,-0.21,-0.21,0.77,-1.19,0.77,0.28,,,0.77,,1.75,,,1.75,1.26,,,,0.77,1.75,1.75,0.77,1.75,,0.77,0.77,,0.28,1.26,1.26,,0.77,
johnholmes,,1.51,0.82,,,0.82,,,,0.82,,2.21,,0.12,0.82,,1.51,0.82,,,,0.12,0.82,,0.82,,,,0.12,2.21,,,2.21,0.12,,0.82,,0.12,1.51,,,,,0.82,1.51,0.82,1.51,-0.57,1.51,0.82,0.82,,0.82,1.51,0.82,,1.51,1.51,1.51,0.82,1.51,,,,
bananapudding,,,1.17,,,,,1.17,,,,0.7,,,0.7,,1.17,,,,0.7,,,,1.17,1.17,,,,,,1.17,0.23,1.17,,,0.7,,,,,,,,,,0.23,,0.7,,1.64,1.17,,,0.23,,,0.23,,0.7,,0.7,,1.17,
mattluvsmovies,1.54,0.11,,-2.27,,,,1.07,,1.54,,1.54,0.59,,1.54,,0.59,,,,,0.11,,,0.59,,1.07,,-0.36,0.59,0.59,1.54,0.59,0.59,1.07,0.59,,0.59,,1.54,,1.07,,,1.54,1.54,0.59,,1.07,,0.59,1.54,1.07,,1.54,,,,0.59,0.59,,0.59,,1.07,1.07
gleek,,0.21,,,,1.06,,1.06,,,,1.48,1.06,,,,1.48,0.64,,,,-0.21,,,1.48,-0.21,1.48,,,-1.48,,1.48,0.64,-0.64,-1.06,,,,,,,1.06,,,,,,-0.64,,0.64,0.64,1.06,-0.21,,1.48,,,,,0.21,,,,-0.21,
buffedfilmbuff,,0.98,0.38,,,,,0.38,0.98,,-1.4,,1.57,0.98,0.98,,,,0.38,,-0.81,-0.81,0.38,0.38,0.98,,0.98,0.38,,,0.38,0.98,1.57,0.38,0.38,,1.57,0.38,-2.0,0.98,0.38,0.98,0.38,0.98,0.38,0.98,0.98,0.98,0.98,0.98,0.98,1.57,0.38,0.98,2.17,0.98,1.57,1.57,,,1.57,0.98,1.57,0.98,
fgdalmeida,1.59,1.59,-0.14,,1.59,1.16,-0.57,,1.59,1.16,1.16,1.59,1.16,1.59,1.59,,0.72,0.29,,,,,,,-1.0,,,,,,,,,,,,,0.29,,,,,,,,,1.59,,,,1.16,,1.59,,,,,,,,1.59,,,,
vishnevetsky,,,,,,,,,,,,,,,,,,,,,,,,,0.76,-0.51,,,,,0.13,0.76,0.13,0.76,,,0.13,0.76,-1.14,,0.13,0.76,,0.13,,,0.76,0.76,1.39,0.13,0.76,1.39,1.39,,0.76,,,-1.14,,0.13,1.39,-0.51,,1.39,
mrbalihai,,-1.0,,,,,,-0.03,-0.51,,,-1.0,,,,,-0.51,-1.97,,,,,,,0.94,,,,,,,,,-0.03,,,,-0.03,-0.51,,,0.94,,-1.0,,,,,,,0.46,,,,,,,,-0.03,-0.03,,,,,
joejatcko,-2.03,0.94,-1.04,,,,,-0.05,,1.44,-0.05,-1.04,,0.94,-0.05,,-0.05,0.45,,-0.05,0.45,-2.03,0.94,-0.54,-0.54,-0.05,0.45,-1.53,0.45,1.44,-0.05,0.45,,-2.03,1.93,-0.54,0.94,,-2.52,0.45,,0.45,0.45,0.45,-2.03,0.45,0.94,,-0.05,-0.05,0.45,0.94,,0.45,0.45,,1.44,1.44,-0.54,-0.54,,-1.04,0.94,0.45,
cineminx,0.74,1.16,,-2.17,-0.92,1.58,-0.09,0.33,1.58,1.58,-0.51,1.58,,1.58,,,1.16,-0.51,,,0.74,-0.09,,,1.16,,,,,,,1.58,-0.09,1.58,0.74,,,0.74,-0.92,,,1.16,,,,1.58,0.74,,,1.16,1.16,,1.58,,,,,-0.92,,,,,,,
v6446v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raveness,0.76,0.76,-0.51,-1.77,0.76,,,1.39,0.13,0.76,,0.76,0.13,,,,-0.51,-0.51,,0.76,,-1.14,-0.51,,,0.13,-0.51,-0.51,,-1.77,0.76,2.03,2.03,0.13,-0.51,,2.03,0.76,0.13,0.76,0.13,1.39,1.39,2.03,,0.13,1.39,0.76,1.39,0.76,1.39,2.03,0.13,1.39,1.39,0.13,,,1.39,1.39,,,,1.39,
ghettomusick,,,,,,,,,,,,,,,,,,,,,,,,,,-0.92,-0.08,,,-1.75,,-0.92,-1.75,,,,,,,,,,0.75,,-1.75,,-1.75,-1.75,,,,,,,,,,,,,,-1.75,0.75,,
zshevich,1.11,0.5,1.11,-1.33,1.72,-0.11,-1.33,1.72,1.11,1.72,1.72,1.72,-0.11,1.11,1.72,1.72,1.11,-0.11,0.5,,1.11,0.5,1.11,0.5,1.11,-0.11,1.72,0.5,0.5,1.11,1.11,1.72,0.5,-0.11,-0.72,0.5,1.11,0.5,-1.33,1.72,1.11,1.11,1.11,1.72,1.72,1.11,1.11,-0.11,1.11,1.11,1.11,1.11,1.72,-0.11,1.11,0.5,1.11,1.72,1.11,1.11,1.72,2.33,2.33,,0.5
zaaayn,1.43,-0.67,,,,,,,1.43,,,1.43,0.91,,,,1.43,,,,,,,,0.38,,,,,,,,,1.43,,0.91,,,,,,,,,,,0.91,,,,1.43,,1.43,,,,0.38,,0.38,,1.43,0.38,,,
hottoiletwater,-0.02,,,,,-1.87,,,,1.37,-0.02,0.91,,0.91,1.37,-0.02,0.91,-0.94,-0.48,1.37,,-0.48,0.44,-0.94,0.44,,1.37,0.91,,,0.44,1.37,0.91,,,,,,-0.94,0.44,0.91,1.83,1.83,,,,,,0.91,0.91,,,,,,,,,,,,,,,
ryanbingham,1.07,1.07,1.07,-1.83,0.35,,,1.07,1.07,1.07,-0.38,1.07,1.07,1.07,1.07,1.07,1.8,-0.38,1.8,1.07,-2.55,1.07,0.35,-1.83,-0.38,-0.38,1.07,-1.1,,0.35,1.07,-0.38,-0.38,1.8,1.07,1.8,1.07,,1.07,,-0.38,1.8,,2.52,,1.07,2.52,,,,,,,,2.52,1.07,,1.07,-0.38,,-2.55,,,0.35,
ed_w00d,1.89,0.06,0.06,1.89,0.67,1.28,0.67,0.06,1.89,1.28,0.67,1.89,0.67,-0.55,1.28,1.28,-0.55,0.06,0.06,1.28,1.89,1.28,-0.55,1.28,0.67,-0.55,1.28,0.67,,1.28,0.67,1.28,1.28,1.28,0.67,0.67,1.28,1.28,,0.67,0.67,1.28,1.28,1.28,1.28,0.06,0.67,-0.55,1.28,0.67,1.28,1.28,1.89,-0.55,,,0.67,,1.28,,-0.55,1.89,,1.28,
michelcvg,,-1.35,0.18,-2.88,,-0.33,,-0.84,,0.18,-2.37,-0.84,,1.2,-2.88,-0.33,0.18,-0.84,-0.33,-0.84,0.69,0.18,-0.84,,0.18,-0.33,0.18,-0.33,0.18,-1.35,-0.33,1.71,-0.33,0.69,0.18,0.18,1.2,1.2,,0.69,-0.33,1.2,1.2,0.69,1.2,0.69,,1.2,0.69,0.69,0.69,0.69,1.2,0.69,1.2,1.2,-0.33,-1.35,-0.84,,0.69,1.2,,1.2,
mikeyb98,1.37,0.46,1.83,-2.26,1.83,-0.45,-0.9,1.37,1.37,0.92,0.46,0.46,-0.45,1.83,1.37,0.92,1.37,0.46,0.01,0.92,0.92,-1.35,-0.45,-0.45,0.01,,0.92,-0.45,0.01,0.92,0.46,0.92,0.92,0.92,-1.35,0.46,1.83,0.92,-1.81,0.46,0.92,0.92,0.46,0.92,1.83,0.92,0.46,1.37,0.92,-0.9,1.83,1.37,0.92,0.92,1.83,0.01,1.37,,,,1.83,0.92,,1.83,
miaebaker,1.18,,,,,,,0.75,1.18,1.18,,0.75,,,,,,,,,,,,,,,,,,1.18,,1.62,,-0.13,,,,1.18,-1.01,1.18,,1.18,,,,1.62,1.18,,,1.18,,1.62,1.62,,,,,,,0.31,,,,,0.31
hayal12,,-0.22,-0.22,,,,-0.22,0.51,-1.67,-0.22,-0.94,,-0.94,0.51,0.51,-0.94,-0.22,,,1.23,,,,,-0.94,-0.94,-2.39,-1.67,,-1.67,0.51,1.96,0.51,-0.22,-1.67,-2.39,1.96,,-2.39,,-0.22,0.51,0.51,0.51,1.96,0.51,1.23,0.51,1.96,-0.22,-0.22,0.51,-1.67,-0.22,,-0.94,0.51,-0.22,1.23,0.51,0.51,-0.22,1.96,1.23,
savage_,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,0.71,,,,,,,,,,,,,,,,1.09,1.47,,,,1.47,,,1.47,,,,,0.71,0.71,,,,
lmr,1.93,0.31,0.72,-0.1,1.12,-0.1,,0.72,1.53,1.12,1.12,1.93,0.72,0.31,1.93,-0.5,-0.1,-0.5,0.72,1.12,0.31,-0.1,-0.1,,0.72,0.31,0.72,,0.72,-0.5,0.31,1.93,0.31,1.12,0.72,0.31,0.72,,-0.5,1.53,-0.1,1.53,1.12,1.12,,,,,0.31,,,,1.93,,,,,,,,,1.53,,,
rachels_reviews,-0.58,-0.58,0.87,-1.07,,0.87,,-0.1,-0.58,1.84,0.39,0.87,0.87,-0.58,-0.58,-0.1,1.36,0.39,0.87,-0.1,,-1.07,-0.1,1.36,-0.1,-0.58,0.39,0.39,,0.39,,,0.87,-0.1,0.87,0.87,,0.87,-1.07,1.84,,,,0.39,-0.58,0.39,0.87,,0.87,-0.58,1.36,0.87,-0.1,,0.87,1.36,1.84,,-0.1,,1.36,-1.07,1.84,,
theorollason,1.32,0.43,0.43,,0.43,,,0.43,-0.46,-0.46,,0.43,,0.43,0.43,-0.46,0.43,-0.46,,-0.46,0.43,-0.46,,,0.43,0.43,-0.46,-1.36,-1.36,,0.43,1.32,-0.46,-0.46,-1.36,,1.32,-0.46,-2.25,0.43,-0.46,0.43,0.43,1.32,-0.46,1.32,1.32,1.32,0.43,-0.46,-0.46,1.32,1.32,,0.43,,,-0.46,,,1.32,,0.43,1.32,
ilaricciolina,1.06,1.06,,,1.06,-0.23,,-0.23,,2.36,,,,2.36,,1.06,1.06,-0.23,,,,,,,1.06,,,,,2.36,,,,,,,,,,1.06,,,,,,,,,,,,1.06,,,2.36,,,,,,1.06,,,,
darrenfx,1.0,,,,,,,,0.52,,,1.0,,,,,,,,,,,,,1.0,,,,0.52,0.52,0.52,1.0,,,0.52,,,0.04,0.04,1.0,,,,1.0,0.52,0.52,1.48,0.52,1.0,1.0,1.0,1.0,1.0,,1.0,,1.48,0.52,,1.0,1.0,-0.92,,0.52,
superbardibros,1.81,-0.25,0.78,,0.78,-1.28,,1.81,0.78,0.78,-0.25,0.78,,1.81,0.78,,1.81,0.78,,-0.25,0.78,-0.25,0.78,,1.81,0.78,-1.28,-1.28,0.78,-0.25,0.78,1.81,-1.28,0.78,-0.25,,-0.25,0.78,,0.78,,1.81,,,,,,,0.78,,1.81,0.78,0.78,,,,,,,,1.81,,,1.81,
nopersonality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,-2.08,,,,,,,
victordurval,0.81,0.81,,-1.92,-0.1,0.81,-0.55,0.81,,0.81,0.35,0.35,0.81,0.81,-0.1,,,,,1.26,,,,-0.1,0.35,,,,,-0.1,,1.72,0.35,,,,,,,,,0.81,,,,0.35,0.35,0.81,,0.35,,1.26,0.81,,0.81,,,,,,1.72,,,1.26,0.35
simplecinema,,,,,,,,1.4,1.4,,,,-0.68,1.82,1.4,,,,,,1.82,,,,1.4,1.4,,,,-1.93,,0.98,0.98,0.98,-0.27,-1.52,0.15,,,0.98,,0.98,,0.57,0.98,0.57,0.98,,,0.57,1.82,0.98,1.4,,1.4,,,,,,1.82,1.82,,0.98,
cinemacollector,,,,,,,,1.26,1.26,0.81,,1.71,,1.26,0.81,,1.26,-0.09,-0.09,0.36,0.36,-1.44,-0.09,0.81,1.26,,0.36,-0.54,0.81,-0.09,0.81,1.71,0.81,0.36,-0.09,,,,,,,1.26,0.81,,,,1.26,0.81,,,0.81,,,,1.26,,,,0.36,-0.09,1.26,1.26,,1.26,
jfrankensteiner,,-0.08,,,,,,0.47,,0.47,-1.71,-0.08,,,0.47,,1.01,,,0.47,,,,,-0.08,-0.62,-0.08,-1.71,-0.08,-1.71,,-0.08,-1.16,-0.08,-2.79,-1.16,-0.62,,-2.25,-1.16,-0.62,0.47,-0.08,-2.25,-0.62,-0.62,-0.08,,,-2.25,,,,,,,,,,,,,,,
dedward,-0.77,0.66,,-2.2,,-0.3,,0.66,,1.61,,1.13,,,,,2.09,,,,,,,,0.18,,,,,,,2.09,0.66,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,
danielzalez,0.86,,,-0.97,,,,,-0.06,-0.51,,0.86,,,,,,,,,,-1.43,,,0.86,,0.86,,,-0.97,-0.51,1.32,,0.4,,,1.78,-0.51,,-0.51,-0.51,0.86,-0.51,0.4,,,0.86,,,-0.06,,1.32,,,,,0.86,,,-1.89,,,,,
ilsuey,1.32,0.91,0.91,-0.74,,0.08,0.5,1.74,1.32,1.32,,0.91,0.5,,1.32,,,0.91,,1.32,,,,,1.32,,,,,,0.08,,0.91,1.32,,,,0.5,0.91,,,0.91,0.08,,,0.5,1.32,,0.91,,,0.91,0.91,,1.32,,,,,,1.32,,,,
deanmfjones,,,,,0.1,,,,1.3,,1.3,,,,,1.3,,,-0.51,,0.7,0.7,1.3,,1.3,,,0.1,,,,1.9,1.3,1.9,1.3,-0.51,1.9,,0.7,1.9,1.3,0.1,,1.9,,1.9,1.3,1.3,0.1,,1.9,1.3,2.51,0.1,1.3,1.9,2.51,1.3,1.3,-1.11,-1.11,0.7,1.3,-0.51,0.7
mogwai_synth,0.52,-0.18,1.23,-3.7,-0.18,0.52,0.52,0.52,1.93,1.23,0.52,1.93,0.52,0.52,1.23,0.52,-0.18,-0.18,-0.89,1.23,0.52,-0.18,-0.18,,0.52,0.52,1.23,0.52,0.52,0.52,0.52,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,
petricor,,,,,,,,-0.44,2.54,,-1.04,0.15,,,2.54,,,,,1.35,,-1.04,,,,,,,1.35,,1.35,0.75,0.15,-1.63,,-1.63,,-0.44,,,0.75,-0.44,-1.04,-2.23,0.75,1.35,1.35,-1.63,-1.63,0.75,0.15,1.35,-2.23,1.35,-1.63,1.35,1.35,2.54,-1.63,,2.54,,,1.35,
ptapat,0.83,0.83,0.29,-2.4,,-1.32,,-0.78,0.29,0.29,-0.25,0.83,-0.25,-0.25,0.29,0.29,0.29,0.83,0.29,0.83,-0.25,-1.32,-0.78,-0.25,-0.78,-1.32,-0.25,-1.32,0.29,0.83,-0.25,1.9,,,-0.25,,,,,,,,,,,0.83,,,,,,,0.83,,,,0.83,,,,,,,,
keeganwalker15,1.49,,1.49,-1.17,0.96,-1.17,-0.11,2.02,0.96,0.43,0.43,,-0.64,-0.11,0.96,-0.64,1.49,,0.43,-0.11,0.43,0.43,0.43,-0.64,1.49,,-0.64,-0.64,,-0.11,1.49,1.49,0.96,2.02,,,,,,,,,,,,0.96,0.96,,2.02,,,,,,1.49,,1.49,,,,1.49,0.96,,1.49,
cyman,1.79,1.12,,,,,,1.79,,0.45,0.45,1.12,1.12,-0.21,1.12,,0.45,1.12,,,,0.45,,,1.79,-0.88,1.79,,0.45,1.12,1.12,1.12,1.12,1.79,0.45,,0.45,-0.21,1.12,1.12,,1.12,,1.12,1.12,1.79,1.12,-0.21,-0.21,1.12,1.79,1.12,1.79,,,,,,1.79,1.12,1.12,1.12,1.12,1.12,
mitchxsns,-0.68,1.24,-0.68,-1.64,0.28,-0.68,-0.2,2.2,-0.2,1.24,0.28,-1.16,0.76,0.76,1.72,0.28,0.28,0.76,0.28,1.24,-0.68,0.76,0.76,0.76,1.24,-0.68,-0.68,0.28,0.76,-1.16,0.76,2.2,1.72,1.72,1.24,1.24,0.28,1.24,0.76,0.76,,1.72,1.24,0.28,-1.16,1.24,2.2,0.76,-0.68,1.72,2.2,1.72,2.2,0.76,1.24,0.76,0.28,1.72,1.24,1.24,1.24,1.24,1.72,0.76,0.76
sergioalpendre,-0.1,-0.1,-1.21,-1.21,-1.21,-0.66,,-2.32,-2.32,-0.66,-0.1,-2.32,-1.21,-0.1,-1.21,-0.1,-1.21,-0.66,-0.1,-0.1,-0.1,-0.66,-1.21,,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mrpeepers,1.26,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,1.26,,,,,,,,,,1.26,,,,,,,,1.26,,,,1.26,,,,,,,,,,,,,,
dustin_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,2.4,,1.81,1.23,,0.65,0.07,,,,,,,2.4,1.23,1.23,,1.23,,,1.23,1.23,0.07,1.23,-0.51,1.23,-0.51,0.65,0.65,1.81,0.07,0.65,1.81,0.07
gubarenko,0.81,1.34,,1.86,1.34,1.86,-0.24,1.86,1.86,1.86,0.81,1.34,1.34,1.86,1.34,,0.81,1.34,1.86,0.81,1.86,-0.24,0.81,1.34,0.28,1.34,1.86,1.86,0.81,0.81,0.81,1.86,1.34,1.34,,0.81,-0.24,0.28,-0.24,-0.24,,1.86,0.81,-0.24,1.86,1.86,1.34,1.86,1.86,0.81,1.34,1.34,1.86,0.81,1.86,0.81,1.86,1.86,0.81,1.86,1.86,1.86,1.86,1.86,0.28
karekano,1.39,,,,,0.4,,,,,,-0.1,,,0.4,,-1.09,,0.4,-0.1,0.4,-2.08,-0.1,-1.09,-1.09,,,,0.4,-2.57,0.89,1.88,0.89,1.88,,,,-1.09,,0.4,,1.88,-0.59,0.4,,1.88,,1.88,,-0.59,,1.88,1.88,,,,,,,-0.1,,1.88,,1.88,0.4
brettandjb,,0.77,0.24,,,0.24,,1.29,1.29,0.24,-0.81,1.29,,0.77,0.77,,1.82,-0.28,,0.24,-0.28,-0.28,,-1.86,1.29,,,,,,,1.82,1.29,-0.28,0.24,,1.29,,,,,1.29,0.77,0.77,-1.34,,1.29,0.24,,,0.77,1.82,1.29,,,,-0.81,-0.81,,,1.82,0.77,,1.82,-1.86
frankenlotter,1.18,,,,,,,1.69,,1.18,,1.69,1.18,1.69,1.18,,1.69,1.18,0.66,1.69,1.69,0.66,0.66,0.66,1.69,1.18,1.18,0.66,0.14,0.66,0.66,1.69,1.69,1.69,1.18,0.14,1.69,0.66,0.14,,0.14,1.69,0.66,1.69,1.18,0.66,1.18,0.66,1.69,0.14,1.69,1.69,1.18,0.66,1.69,,1.18,0.66,1.69,1.18,1.69,1.69,1.69,1.69,1.18
uusss15,,,,,,,,1.75,,,,0.65,,0.1,,,0.65,,1.2,0.1,-0.45,0.1,,0.65,0.65,,,0.65,,,,0.65,0.65,-0.45,0.65,1.2,,0.65,0.65,,,-0.45,,0.65,,0.65,0.65,1.75,0.1,0.65,0.1,,1.2,1.2,,,1.2,,,,,0.65,,0.65,0.65
ajblack,,0.49,,,,-0.07,,2.18,-0.07,,1.06,-0.07,1.06,1.06,1.06,,1.06,1.06,0.49,1.06,1.06,0.49,0.49,,2.18,0.49,1.06,0.49,0.49,2.18,1.06,1.62,1.62,1.06,-0.07,-0.07,0.49,1.06,-0.63,,0.49,1.06,,,1.06,1.06,2.18,,2.18,0.49,0.49,1.62,1.62,1.06,1.62,,1.62,0.49,1.06,1.06,1.62,1.62,,2.18,1.06
vaiouu,2.11,,,1.55,,0.98,,2.11,0.98,0.41,0.41,0.98,0.41,0.98,0.41,-0.73,0.98,0.41,,,0.98,0.41,,-0.16,0.98,-0.16,,,0.41,0.41,2.11,1.55,0.98,0.98,0.98,0.98,,0.98,0.98,,,0.98,,1.55,,0.41,0.98,-0.73,0.41,0.41,0.98,0.41,2.11,,0.41,0.41,,-0.16,0.98,0.98,0.98,-0.16,,0.41,0.41
matthewlb,1.43,0.6,1.43,-0.23,0.6,0.6,0.18,1.43,1.43,1.02,1.02,1.43,0.6,0.6,1.43,0.18,1.02,0.6,0.6,1.02,-0.23,-0.23,-0.23,0.18,1.02,1.43,0.18,0.18,0.6,0.6,0.6,1.43,0.6,1.43,0.6,-0.65,1.43,0.6,-0.23,1.02,0.6,1.85,,1.02,1.85,0.6,1.02,1.43,,0.6,1.43,1.43,1.43,0.18,,-0.23,1.43,0.18,1.85,1.02,1.85,1.85,1.02,1.85,0.6
hudsonrocks,-0.1,1.15,,,,,,1.15,,1.78,,,-1.98,0.52,-1.98,,1.78,-0.73,,1.15,-1.98,,,,-1.98,,,,,,,,,-0.1,,,-0.1,-0.1,,-0.1,,,,-0.73,-3.22,1.15,-0.1,-0.73,1.15,-0.1,,,,,,,,,,,,,,-0.1,
willas,0.64,0.05,0.64,-0.54,0.64,0.05,-0.54,0.64,1.22,0.64,-0.54,-1.72,0.05,1.22,0.05,-0.54,0.05,0.05,0.05,1.22,0.64,-0.54,0.05,-0.54,-1.13,-0.54,1.22,0.05,0.05,0.64,0.64,1.22,0.05,0.05,-0.54,-0.54,0.64,0.64,-1.72,-0.54,0.64,1.81,1.22,0.64,-1.13,2.4,1.22,2.4,-0.54,0.05,0.64,,1.22,1.22,1.81,-1.13,1.22,-1.13,1.22,-0.54,0.64,2.99,0.05,1.22,0.64
sylvainl,-1.73,-0.51,-1.73,-2.95,0.1,,,,,-0.51,,-1.12,,,,,,,,0.1,0.71,-1.12,,,0.1,-0.51,0.71,-0.51,,1.32,-1.12,0.71,-1.73,-1.12,0.1,,,0.1,,,,,,0.1,0.1,0.71,0.1,-0.51,-1.73,,-2.34,0.71,-1.12,,0.1,,,,,,0.1,,,,
