username,anora,conclave,the-brutalist,emilia-perez,nickel-boys,wicked-2024,maria-2024,oppenheimer-2023,poor-things-2023,the-holdovers,american-fiction,everything-everywhere-all-at-once,all-quiet-on-the-western-front-2022,the-fabelmans,the-banshees-of-inisherin,women-talking,top-gun-maverick,elvis-2022,coda-2021,the-power-of-the-dog,west-side-story-2021,dont-look-up-2021,king-richard,tick-tick-boom-2021,dune-2021,mank,nomadland,the-trial-of-the-chicago-7,borat-subsequent-moviefilm,promising-young-woman,palm-springs-2020,parasite-2019,1917,once-upon-a-time-in-hollywood,jojo-rabbit,green-book,roma-2018,black-panther,bohemian-rhapsody,eighth-grade,can-you-ever-forgive-me,the-favourite,cold-war-2018,the-shape-of-water,three-billboards-outside-ebbing-missouri,lady-bird,get-out-2017,call-me-by-your-name,dunkirk-2017,i-tonya,blade-runner-2049,moonlight-2016,la-la-land,hidden-figures,arrival-2016,lion,spotlight,the-big-short,the-revenant-2015,the-martian,mad-max-fury-road,birdman-or-the-unexpected-virtue-of-ignorance,boyhood,the-grand-budapest-hotel,the-imitation-game
darkestparadise,,0.92,,,,,,0.92,,0.44,-0.05,-0.05,0.44,0.92,1.41,,0.92,0.44,,,,-1.99,,,-0.53,,-0.05,,,-2.48,,1.41,0.92,1.89,0.92,-0.53,,0.44,-0.05,,,-0.53,,,,0.92,0.92,-2.48,,0.44,0.44,1.89,0.92,,-0.05,,,-1.02,-0.05,-0.05,0.92,,-0.53,0.92,
peterstanley,-0.58,0.04,-0.58,-2.43,0.04,-1.2,,0.65,-2.43,0.65,-0.58,-1.2,,,,,0.65,,,0.04,,0.65,,,1.89,-1.81,0.65,,0.04,0.04,0.04,0.65,,-1.2,,,1.27,0.04,,,,1.27,,,,0.04,0.04,,0.65,-1.2,0.04,,0.65,,0.04,,0.04,-0.58,,-0.58,1.27,-0.58,,0.65,
lastcooldude,1.61,0.76,0.76,-1.78,,-0.93,,0.76,-0.08,0.76,0.76,0.76,-0.08,0.76,1.61,0.76,-0.08,1.61,-0.08,0.76,-0.08,,-0.08,-0.08,1.61,-0.93,-0.08,-0.08,-0.93,-0.08,-0.08,1.61,0.76,0.76,-0.08,-0.08,0.76,0.76,-0.93,-0.08,-0.08,0.76,-0.08,1.61,1.61,1.61,0.76,-0.08,0.76,0.76,1.61,1.61,0.76,-0.08,1.61,-0.93,0.76,1.61,1.61,0.76,1.61,0.76,,1.61,0.76
itissofi,,1.16,,,,0.53,,1.16,-0.73,1.16,,0.53,,,1.16,0.53,1.8,-0.73,,1.16,,,,,-0.1,,,,,,0.53,1.16,1.16,0.53,0.53,,-0.1,1.16,,0.53,,1.16,,,,,0.53,,,,,,1.16,,,0.53,,,,,,,0.53,1.16,0.53
kevinyang,0.66,1.32,1.32,-1.97,1.32,0.66,-0.66,1.32,1.32,0.66,0.66,1.97,0.66,0.66,1.32,0.66,1.32,-1.32,0.0,1.32,-0.66,-2.63,0.66,0.0,0.66,0.66,1.32,-1.32,0.0,0.66,0.66,1.97,1.32,-1.32,0.0,-0.66,1.32,-0.66,-1.97,1.32,0.66,0.66,0.66,0.66,0.0,0.66,1.32,0.0,-0.66,0.66,0.66,1.32,0.66,0.66,0.0,-0.66,1.32,,1.32,,1.97,,,,
blackswannss,1.55,,,,,,,,,,,1.55,0.75,,1.55,,1.55,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,1.55,,-0.04,0.75,1.55,,1.55,,1.55,,,,1.15,0.36,,,,,1.15
willhollis,0.91,0.36,1.47,-1.87,1.47,0.91,,1.47,1.47,2.02,0.36,0.91,0.91,,,,1.47,0.36,,0.36,,-0.2,,-0.2,0.91,0.36,0.91,0.36,-0.2,,0.91,2.02,-0.2,1.47,1.47,0.36,,,-0.2,,,0.36,0.91,,0.91,1.47,0.36,1.47,1.47,,1.47,1.47,0.91,,0.91,,,,0.91,,1.47,0.91,,2.02,0.91
nickwibert,0.1,0.1,0.69,-2.29,0.1,-1.1,,0.69,1.29,0.69,-0.5,0.69,,0.69,0.69,0.1,0.69,0.1,-0.5,,0.1,-1.69,,,0.1,,0.1,,0.1,-1.1,0.1,,0.1,0.1,-1.69,-1.1,1.29,0.1,-1.1,0.69,0.1,1.29,,0.69,0.69,1.29,1.29,,0.69,0.1,0.69,1.88,1.88,-0.5,1.29,,0.1,,,0.1,1.29,1.88,,0.69,
riley_danson,0.9,0.47,,-2.07,1.75,0.05,,1.75,,0.9,0.05,1.32,0.05,1.32,1.32,-0.37,0.9,0.47,-0.37,0.9,0.9,-1.64,0.05,-0.37,1.32,0.05,0.47,-0.8,0.47,-0.37,0.47,1.75,-0.37,1.75,-1.22,-1.22,1.32,1.32,-0.8,0.47,0.05,0.9,0.9,1.32,0.05,0.9,0.9,1.32,1.32,0.47,1.32,1.32,1.75,,1.32,0.05,0.47,0.05,0.47,1.32,1.75,,1.32,1.32,
mitchell,-0.44,0.93,0.93,-1.35,0.47,,,1.38,-0.44,1.38,-0.44,0.93,,-1.35,0.47,0.02,0.02,,-0.89,0.93,-0.89,-1.8,-0.44,,-0.44,-0.89,0.47,-0.89,-1.8,0.02,-0.44,1.84,-0.44,-1.35,-1.8,-2.25,0.93,0.47,-1.8,0.47,0.47,0.47,-0.44,0.93,-0.44,0.93,0.02,0.93,0.47,-1.8,-0.89,1.84,0.93,-0.44,0.93,-0.89,0.93,-0.44,-0.89,0.93,0.47,-1.35,0.47,0.47,0.02
neorapp,,0.66,,,,,,,,1.23,0.66,0.09,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,1.23,,,,,,1.8,0.66,,,
fint,0.81,0.81,0.2,0.81,,,-1.04,0.81,0.81,1.43,0.81,-1.04,,0.81,1.43,0.81,0.2,,0.2,,1.43,,0.2,,0.2,,1.43,,0.81,0.81,0.81,1.43,2.05,2.05,,-0.42,,,-1.65,1.43,0.81,2.05,1.43,2.05,0.81,2.05,0.81,2.05,0.81,,1.43,0.81,1.43,,1.43,0.81,,,,0.2,,,,,
jeremy_crabb,1.13,1.13,1.13,-0.83,0.15,0.15,0.15,1.62,1.62,1.62,1.13,1.62,1.13,1.62,1.62,0.15,2.11,0.64,1.13,1.62,1.62,-0.83,1.13,1.13,1.13,,1.13,1.13,1.13,1.13,1.62,1.62,1.62,2.11,1.62,1.62,0.15,0.64,1.62,1.13,0.64,1.62,-0.34,1.62,1.62,1.62,1.13,2.11,1.62,0.64,1.62,2.11,2.11,0.64,1.62,0.64,1.62,1.62,1.62,1.62,1.62,1.62,2.11,1.62,1.62
heredicarrie,1.11,-0.76,1.58,-2.63,,-0.29,,0.64,1.11,1.11,0.64,1.58,,0.64,1.11,0.64,,-0.29,0.18,-0.76,,,,-2.16,1.11,,-0.76,,,0.64,0.64,1.58,,,,,,,,0.64,-0.29,1.11,,0.18,1.58,1.58,0.64,,,,,,,,,,,,,,-0.29,,0.64,,
jefleppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,0.22,-0.39,0.83,0.83,,,,,0.83,0.22,,-0.39,,0.83,,,-0.39,1.44,0.83,,,
trey_northcutt,0.92,1.4,1.4,-2.44,1.4,1.88,0.44,1.88,-0.04,1.88,0.44,1.4,0.44,1.88,0.92,0.44,1.4,0.44,0.44,0.92,1.88,-1.48,-0.04,0.92,1.88,0.92,1.4,-0.04,0.44,-0.52,0.92,1.4,0.92,1.88,0.44,-0.52,-0.52,0.92,-1.96,1.88,0.92,0.92,0.44,1.88,0.44,1.4,1.4,0.92,1.4,0.44,1.4,0.44,1.88,0.44,1.4,0.44,0.44,0.44,0.92,0.92,1.4,1.4,,1.88,
bennhorror,1.69,,,,,,,1.69,1.69,,,,1.25,,,,,,,,,0.38,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,0.82,1.69,,,,
jackwakelin,1.89,0.69,0.08,-1.12,1.29,0.08,-0.52,1.29,1.29,1.29,0.69,1.89,0.08,0.08,0.69,0.69,1.29,0.08,0.69,0.69,1.29,-1.72,0.08,0.69,1.29,0.08,1.89,1.29,0.08,0.69,0.69,1.89,0.69,0.08,0.08,0.69,1.29,1.29,0.69,0.69,0.69,1.89,1.29,0.69,1.89,1.89,,0.08,,1.29,,,1.89,,1.89,,0.08,,,0.69,1.29,0.08,,,0.08
phntmthrd,0.78,0.26,0.78,0.26,0.26,0.26,-0.26,0.78,1.3,1.3,-0.26,1.3,,0.78,0.26,,0.26,,0.26,,0.78,,,,-0.26,0.26,1.3,,-0.26,0.78,0.26,1.82,0.78,,-0.26,-0.78,1.82,0.26,,1.82,1.3,2.34,1.3,1.82,0.78,2.34,1.82,2.34,0.26,0.78,,,,,1.3,,,,,,1.82,,,,
jotyco,0.4,-0.1,1.92,-1.11,1.92,-0.1,0.4,0.4,1.41,1.92,0.91,-0.1,-0.1,1.41,0.91,1.92,1.41,-0.1,0.91,1.92,0.4,-2.12,0.91,1.41,0.4,,0.91,-2.12,-0.1,0.91,-1.11,1.92,0.91,1.92,0.4,-2.12,1.92,0.91,-0.61,-1.11,0.91,-0.1,1.92,,0.91,1.92,0.91,1.92,-0.1,0.91,,,,-0.1,,-1.11,,,,,0.4,,,-0.61,-0.61
bigmeller,1.51,1.01,,,,,,1.51,1.01,,,2.01,0.51,0.51,1.01,0.51,1.01,2.01,,0.01,,0.51,,0.51,1.51,,,,1.01,-0.49,1.01,,,2.01,,,,,,,,0.51,,2.01,1.51,,1.51,-0.99,1.51,,2.01,,2.01,,2.01,,0.51,,,,2.01,,,,
carygrcnt,0.35,0.83,0.35,-1.58,0.35,0.35,-0.13,1.79,0.83,1.31,0.35,1.79,0.35,1.79,1.79,0.83,0.83,-1.1,0.83,0.35,-0.13,-0.62,0.35,1.31,1.31,-0.13,1.79,0.83,-0.13,-0.13,0.35,1.79,1.79,-0.62,1.79,,1.79,,,0.83,,0.83,,,-0.62,,,,,0.83,1.79,1.79,,,1.79,1.31,,-0.13,,,0.83,,0.83,1.31,
scrumblebunny,-1.96,,,,,0.33,,-0.13,1.71,0.79,1.25,1.71,1.25,1.71,1.71,,1.71,,-0.13,-0.13,,,,,-0.59,-1.05,0.79,,0.79,-1.5,0.79,1.25,0.79,-1.05,1.25,1.71,0.33,-0.13,1.25,1.71,1.71,0.79,,0.79,1.71,1.71,1.25,-0.59,-0.59,1.25,1.25,1.71,-0.13,0.33,1.71,,1.25,1.25,1.25,0.79,1.71,1.25,1.25,1.25,1.25
alaynaviolet,1.61,-0.27,0.67,0.2,1.14,1.14,1.61,0.67,0.2,0.67,-0.27,0.67,-0.27,1.61,0.67,1.14,0.67,0.67,-0.27,1.61,-0.27,-0.27,0.67,0.67,0.67,-0.27,1.61,0.67,0.67,0.67,-0.27,1.61,,0.67,,,,0.67,1.61,0.67,,0.67,,,,1.61,1.61,1.61,-0.27,,,1.14,1.61,,1.61,,1.14,-0.27,,,0.2,,0.67,0.67,
rpj,0.47,0.47,2.03,-2.14,0.47,-0.05,0.47,1.51,0.47,0.99,0.99,1.51,,1.51,2.03,-0.05,0.47,,,,0.99,-2.14,,-0.57,2.03,-0.05,,,,,,0.99,,,,,,,,,,,,0.99,-0.57,,,,0.99,,1.51,,,,,,2.03,,,,1.51,,,,
cherryz,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,1.23,,-0.12,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,-0.12,,,,
astoehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.35,-0.1,-0.1,-1.98,-0.73,,-0.1,-0.73,-0.1,-1.35,0.52,-0.1,-0.1,-0.73,,,0.52,-0.73,,-0.73,,-0.73,-0.73,-0.73,-0.73,0.52,-0.1,1.15,1.15,-1.35
dannywebster,,,,,,,,,0.99,,0.45,,,,,,,,,,,,,,0.45,,,,,,,,,,0.45,,,,,,0.45,2.06,,,,,1.53,,0.99,,,1.53,,,,,0.99,,,0.99,2.6,,0.45,0.45,0.45
locarbmonster,1.77,0.23,0.74,,0.23,,,1.77,1.77,1.77,0.74,1.77,1.26,,0.74,,1.26,,,,,,,,0.74,,1.77,0.23,0.74,-0.28,,1.77,0.74,1.77,,0.74,1.77,0.74,,0.74,,1.26,0.74,1.77,1.26,1.77,0.74,,1.77,1.26,1.77,0.23,1.77,1.26,1.26,0.74,,,,,1.77,,,,
tdm5003,1.37,,,,,,,1.37,-0.63,1.37,1.37,1.37,,1.37,1.37,,0.71,,1.37,1.37,,1.37,1.37,,0.71,-1.29,,1.37,1.37,2.04,0.71,1.37,1.37,0.71,1.37,1.37,,0.04,0.71,1.37,,0.04,,1.37,1.37,1.37,,0.71,1.37,1.37,0.71,,,,1.37,,2.04,2.04,,2.71,1.37,,,,
theanglosaxon,0.68,1.72,1.2,-1.41,1.2,0.16,0.68,1.72,1.2,1.2,0.68,1.2,1.2,,0.68,0.68,1.72,0.16,1.72,1.2,,-0.36,0.68,-0.36,0.68,-0.36,0.16,0.68,,-0.36,,1.2,1.72,0.68,1.72,-0.36,,0.68,0.68,,0.68,0.68,,1.72,1.2,1.72,1.2,1.2,1.2,0.68,,1.2,1.72,0.68,1.72,,1.72,,0.68,1.72,,0.68,,1.2,1.2
wraithape,,,,,,,,,,,,-1.73,,,1.63,,,,,,,,,,2.12,,,,,,1.15,2.12,0.19,0.67,,,,,,,,0.19,,1.15,-0.29,,-0.77,,,,0.19,,,,1.63,,0.19,,,,,,,,
carter1331,1.87,1.44,1.44,-0.28,1.44,1.01,,1.44,1.44,1.87,1.01,1.87,1.44,1.87,1.87,,1.44,1.01,,1.44,1.01,0.15,,1.44,1.44,,0.15,1.44,,1.01,,,1.87,,,,1.01,0.58,,,,,,,,,1.87,1.87,0.58,1.01,,0.58,1.87,,1.87,,,,,1.01,,1.44,1.01,1.01,
willmoviefan97,1.82,0.74,1.28,0.2,0.74,0.74,0.2,,1.28,1.82,0.74,1.28,0.74,1.28,1.28,0.2,1.28,0.74,1.28,1.28,1.28,0.74,0.74,0.74,,0.2,1.28,1.28,0.74,1.28,1.28,1.82,1.28,1.28,1.82,1.28,1.28,1.28,0.74,1.28,0.74,1.28,,1.28,1.28,1.28,1.28,1.28,1.28,1.28,,1.28,1.82,0.74,1.28,0.74,1.28,0.74,1.28,1.28,1.82,1.82,1.82,1.28,1.28
nicknaney,2.11,-0.36,0.26,-0.98,-0.36,-0.98,,-0.36,1.49,0.88,-0.36,1.49,-0.36,2.11,0.88,,0.26,-0.36,0.26,-0.36,0.88,-2.21,,0.26,0.26,-0.98,2.11,-0.98,0.88,-0.36,0.88,2.11,0.26,0.26,0.88,-0.36,2.11,0.88,-2.83,2.11,0.26,0.88,,0.26,-0.36,1.49,0.26,0.88,0.88,-0.36,0.26,0.26,0.26,,0.26,,0.26,-0.98,0.88,0.88,2.11,-0.36,1.49,1.49,-0.98
daveleedu,,,,,,1.83,,1.83,-0.55,0.64,1.24,1.24,,1.83,1.83,,1.83,1.83,1.83,-0.55,1.24,0.05,0.64,,1.24,,1.24,0.64,1.24,1.83,1.83,1.83,1.83,1.24,1.83,0.64,,0.64,-0.55,0.05,,-1.14,,0.64,,0.05,,,1.83,,0.64,0.64,,,1.83,,,,,,1.83,,0.64,,
whateverokay,1.64,,1.1,,,,,-1.08,1.64,,,0.55,,,0.55,,,-0.53,,,,-0.53,,,0.01,,,,-0.53,0.55,0.01,0.55,,1.64,,,,0.55,-0.53,1.64,0.01,0.55,0.55,0.01,,1.64,1.64,1.64,1.1,0.55,0.55,,1.1,0.55,1.64,1.1,,,0.55,,1.64,1.64,1.64,1.64,
christofn,0.57,1.13,0.57,-0.55,0.01,0.01,-0.55,1.7,1.7,0.57,0.57,1.7,0.57,1.13,1.13,0.57,0.01,0.01,-1.11,1.13,1.13,-1.11,-1.11,0.57,-1.11,0.01,1.13,1.13,0.57,0.57,,,1.7,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calum_marsh,,-0.32,-0.32,,,-0.32,,1.17,,,,-0.81,,0.67,0.67,,1.66,,,1.17,1.17,-1.8,,,,,,,-0.32,,-0.32,,,1.17,,0.18,0.18,-0.32,-2.3,0.67,0.67,,,-1.8,-0.32,-0.32,0.18,-0.32,1.66,,-0.81,-0.32,-0.32,-1.31,0.18,,,-0.32,,,,,,,
sprizzle,0.29,,1.65,,,,,1.2,1.2,-0.16,-0.16,1.65,0.75,,0.75,0.29,0.75,-1.98,,1.2,,-1.98,-0.16,,-0.16,-0.62,0.75,,,-0.16,1.2,1.2,0.75,,,0.75,1.2,-0.16,,0.75,0.75,1.2,,0.75,0.75,1.65,,1.65,0.75,-0.16,1.2,1.65,1.65,0.29,1.65,-0.16,-1.07,0.75,1.2,0.29,1.2,1.2,1.65,1.65,-1.07
genatossio30001,0.79,0.79,,-2.01,,,,0.79,,0.79,,-1.21,,0.39,1.19,,0.39,-0.01,-0.41,-0.01,1.19,-1.61,-0.41,-0.41,,-0.41,-0.01,,0.39,-0.41,-0.01,0.79,,1.19,-1.21,,0.39,,,,,1.19,,-0.41,,0.39,,-0.41,,0.39,0.79,,0.79,,0.39,-0.01,,,0.79,,-0.81,,1.19,1.19,
jackking888,0.84,0.84,1.34,-1.16,0.34,0.34,0.34,1.34,0.84,0.84,1.34,0.84,1.34,,0.84,,,,,,,,,,1.84,,0.84,,0.84,,,1.34,1.84,1.84,1.84,,,0.84,-0.66,1.34,,,,,1.34,,1.84,0.84,1.84,,1.34,1.34,1.34,,1.84,,1.84,0.84,1.34,1.34,1.34,1.34,,1.84,
jewbees12,1.65,0.38,1.65,-2.15,,,,1.01,1.01,1.01,-0.25,-0.25,1.01,1.01,1.65,,1.01,-0.25,,0.38,,-0.89,,0.38,-0.25,0.38,-0.25,,0.38,1.65,0.38,1.65,,1.65,1.65,,1.65,,,1.65,,1.01,,,,1.65,0.38,0.38,0.38,-0.25,,1.65,1.65,,,-0.89,,0.38,,,,0.38,,,
entlauber,,1.04,,,,,,0.39,,0.39,0.39,-2.86,,0.39,-2.21,,1.69,,,0.39,,0.39,-0.26,,,,0.39,0.39,,-3.51,,1.69,-0.26,2.34,,0.39,,-0.91,-0.26,,,-0.26,,,1.69,0.39,1.04,,1.04,0.39,1.04,-0.91,-0.91,-0.26,-0.26,,0.39,1.69,0.39,-0.26,2.34,1.04,,-2.86,
billgriff,1.79,0.04,1.35,-2.16,1.35,,0.91,0.47,1.35,0.91,0.47,1.79,0.04,0.47,0.91,0.91,0.91,0.04,-0.84,1.35,0.91,-1.72,-0.84,0.91,0.04,-0.84,0.91,-0.4,0.04,0.47,,1.79,1.35,0.91,0.47,-1.28,,,,,,0.91,0.91,,,1.79,1.35,0.91,0.91,,,1.79,1.35,,0.91,,,1.35,0.91,,1.35,1.79,1.35,0.91,
pondragon,,0.9,,,,,,1.35,0.45,1.81,,1.35,,0.9,1.81,1.35,,1.81,0.9,,,-1.83,,0.9,,-1.37,0.9,-0.92,0.45,1.35,-0.01,1.81,,-0.01,,-0.92,,1.35,,,,,0.9,0.9,,1.35,0.9,1.81,1.81,1.35,0.9,1.35,1.81,0.9,0.45,0.45,-0.46,-0.92,,1.35,1.35,,,1.35,
aliciadaphnex,1.47,,0.03,-2.38,0.99,0.03,0.03,1.95,1.47,1.47,0.99,0.51,0.99,,1.95,1.47,,-1.41,0.51,1.47,,-1.41,,0.99,1.47,-0.45,0.03,-0.93,-0.45,-1.89,0.99,1.95,,-0.45,1.47,-1.89,1.47,0.99,,0.99,-0.93,1.95,,1.95,1.47,-1.89,1.95,,0.99,,,,,0.99,1.95,0.99,0.51,-0.45,0.03,,,-0.93,0.99,0.03,
h4nnuh,,-0.24,,,,2.2,,0.98,2.2,2.2,0.98,2.2,,,,0.98,,0.37,,,,,,0.37,0.98,,,,,,,,,,0.98,,,,,,,,,,,2.2,,2.2,1.59,-0.24,,0.98,-0.24,,,,,,,,,,,,-0.24
greg_wood,2.34,-0.48,,,,,0.93,,-1.89,,-0.48,0.93,0.23,0.93,-0.48,,-0.48,0.93,,0.93,-1.18,-0.48,-0.48,,0.23,0.23,2.34,,,2.34,-1.18,2.34,0.93,0.93,-0.48,0.93,-0.48,2.34,0.93,0.23,-0.48,0.93,2.34,0.93,0.93,0.93,0.93,0.93,0.93,0.93,2.34,0.93,-0.48,0.93,0.93,0.93,,-0.48,,,1.63,,0.93,,0.93
therealbat,,,,,,,,1.37,,,,0.76,,1.37,,,1.37,,,,,,,,0.76,,,,,,,1.98,1.98,1.37,0.76,0.76,,,,,,,,,,-1.07,1.98,,,,0.76,,1.37,,0.15,,,,,,0.76,,,1.37,
mumbles,,,,,,,,,,0.32,,0.81,,,0.32,,-0.18,,,-0.18,,-0.18,,,0.32,,1.31,,,-1.17,0.32,0.81,0.32,0.32,0.81,,,0.32,-0.18,1.31,-0.18,1.8,,1.31,0.81,1.8,0.81,0.32,0.32,-0.18,0.81,1.31,0.81,,-1.66,0.32,-0.18,0.32,1.31,0.32,0.81,0.81,1.8,1.8,
rockmarooned,1.3,0.05,1.3,0.05,1.3,0.05,0.68,1.3,1.3,0.68,-0.57,0.68,0.05,1.3,1.3,0.68,0.05,1.3,0.68,0.68,1.3,-0.57,0.05,0.68,0.05,1.3,1.3,0.05,0.05,0.05,1.3,1.3,1.3,1.3,0.05,-0.57,1.3,1.3,-0.57,1.3,1.3,1.3,1.3,0.05,1.3,1.92,1.3,0.68,1.3,1.3,1.3,1.3,1.92,,1.92,-0.57,1.3,1.3,0.68,0.05,1.92,,1.3,2.55,
tommysyk,,,,,,,,,1.66,,,,,,,,,,,,,,,,,0.83,0.83,0.83,0.41,1.24,0.41,1.66,0.83,1.24,1.24,-0.84,0.83,0.41,-0.42,1.24,-0.01,1.66,1.24,1.24,0.83,1.24,0.83,1.66,0.83,0.41,1.24,0.83,1.66,-0.84,1.24,-0.01,-0.01,0.41,1.24,0.41,1.66,1.66,1.66,1.66,1.24
realhenryb,0.42,1.06,0.42,-2.78,-0.86,0.42,-1.5,0.42,-0.22,1.71,1.06,0.42,0.42,1.06,1.06,0.42,1.06,-0.22,-0.22,-0.86,-0.86,-0.86,0.42,0.42,-0.86,0.42,-0.22,-0.22,1.06,0.42,-0.22,1.71,0.42,1.71,-1.5,1.06,2.35,-1.5,,-1.5,,1.06,,1.06,,1.71,,,1.06,,,-0.22,2.35,0.42,,0.42,1.06,0.42,1.06,1.71,-0.22,1.06,-0.86,1.71,
etienneone,,1.01,,,,,,0.36,1.01,1.01,,,,0.36,0.36,,0.36,,,,,0.36,,,0.36,,,,,1.01,1.01,1.66,0.36,1.01,,1.01,,-1.58,,1.66,,,,-0.29,1.01,,-0.29,1.01,,0.36,1.66,1.66,1.01,,,,,,,,1.66,,,,
dannyboyff,1.4,0.49,-0.43,,1.4,0.49,0.49,-1.35,1.4,1.4,0.49,1.4,0.49,0.49,1.4,0.49,0.49,-0.43,,1.4,0.49,0.49,,-0.43,1.4,-0.43,-0.43,0.49,0.49,0.49,0.49,1.4,0.49,1.4,1.4,-0.43,1.4,-0.43,-2.27,0.49,0.49,0.49,1.4,1.4,1.4,1.4,1.4,0.94,1.4,0.49,1.4,,,,,,1.4,0.49,1.4,,,,,1.4,
nickatkinson,1.73,0.78,,-1.6,,-0.17,,,0.78,,0.78,0.78,,,,,1.26,,,,,0.78,,,-0.17,,,,,,0.78,1.73,0.3,0.78,1.26,,,-0.17,,,,0.78,,,0.3,0.3,0.3,,-0.17,,0.3,1.73,,,0.78,,1.73,0.3,1.26,1.26,-0.17,-0.65,,0.3,-0.65
ashleepradella,1.22,0.64,0.64,-0.52,0.64,1.22,-1.1,0.64,1.22,0.64,0.06,1.8,0.64,0.64,0.64,0.64,0.64,-0.52,0.06,-0.52,0.64,0.64,1.22,0.64,1.22,,-0.52,,,0.64,1.22,1.8,,1.22,,0.06,,-0.52,,0.06,,1.22,,-0.52,1.22,-1.1,-0.52,,,,0.64,0.64,,,,,1.8,0.06,,0.64,1.8,1.22,,,
justjoshings,1.52,1.13,1.52,-1.25,1.52,1.13,-0.06,1.52,,1.13,0.33,1.52,,1.13,1.13,1.13,0.73,,1.13,0.73,1.52,,1.13,0.73,,,0.73,,,0.73,1.13,,1.52,,,,,,-0.06,-0.06,1.13,,,0.73,1.52,,,-0.46,,,0.73,1.52,,,1.13,,1.13,,,,1.13,,1.13,,0.33
sublimeken,0.47,-0.09,-1.2,-1.76,-0.64,,,1.58,-0.09,1.02,-0.64,1.58,1.02,0.47,1.02,-0.64,1.02,0.47,1.02,0.47,1.02,0.47,-0.09,0.47,1.02,0.47,0.47,0.47,-0.64,-0.64,1.02,1.58,1.02,0.47,1.02,1.02,1.58,0.47,1.02,1.58,0.47,1.02,,1.02,1.58,1.02,1.02,0.47,0.47,0.47,1.58,1.58,1.58,0.47,1.58,0.47,1.02,1.02,1.58,1.02,1.02,1.58,1.58,1.02,1.02
seamus_malek,,,0.02,,,,,0.86,,,,,,,,,,-0.39,,,,,,,0.44,-0.81,,,,,,0.44,1.27,1.27,,,,,,,,,,,-0.39,,1.27,,-1.23,,1.69,,,,,,0.86,0.86,-0.81,,0.44,,,0.86,
rebeccajohnsonx,0.94,0.94,1.55,-0.89,1.55,0.33,-0.28,1.55,2.16,1.55,0.94,0.94,0.94,1.55,0.94,0.94,1.55,0.33,0.94,0.94,0.94,-0.89,0.94,0.33,1.55,0.33,1.55,1.55,-0.28,0.94,0.33,2.16,1.55,1.55,2.16,0.94,,0.94,0.33,-0.28,0.33,1.55,,0.94,1.55,2.16,2.16,2.16,0.94,1.55,,2.16,1.55,,1.55,,0.94,0.33,0.94,0.33,1.55,1.55,1.55,0.94,
martyk0015mp,0.12,0.99,1.43,-2.05,,0.12,,1.86,0.56,0.99,,1.86,0.56,1.86,0.99,,1.43,0.99,,,1.43,0.56,0.12,,,-0.75,0.99,0.99,1.86,1.43,,1.86,1.86,1.86,1.86,,,0.56,,,,,,,,,,,1.86,1.86,,,-2.05,,1.43,,,-0.31,1.43,,1.86,,-1.18,,
jackheavin,0.55,0.55,1.64,-2.16,0.55,1.1,,1.64,1.1,1.1,0.55,0.55,1.1,1.1,0.55,,1.64,0.55,1.64,,,0.01,,1.1,,,,,,,,1.64,1.1,1.1,1.1,,,0.55,0.01,,,-0.53,,0.01,,0.55,1.1,0.55,0.55,1.1,1.64,1.1,1.64,,1.1,,,,,,1.64,1.1,,1.64,0.55
moviemegs,,,,,,2.01,,1.42,0.82,,,2.01,0.82,,0.23,,1.42,2.01,,,1.42,0.23,,0.82,0.82,,,-0.37,,,0.23,1.42,,,0.82,,,,,,,,,,,,2.01,0.82,,0.82,,0.82,,,,,,,,,,0.82,,1.42,
hirxeth,,,,,,,,,,,,,0.03,,1.32,,,,,0.46,,-1.68,,,0.03,,0.89,,,0.03,0.46,1.74,0.89,,1.32,,0.46,0.46,-0.39,0.46,,1.32,1.32,0.46,0.03,0.03,0.03,1.74,1.32,0.46,0.46,,0.89,,0.89,0.89,0.46,,,,0.89,,,,
slutlv,,0.63,,,,,1.4,,-1.66,,,,,-1.66,,,,,,,0.25,,0.25,,,,,,,,,,,-0.89,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalvinlying,0.95,0.34,-0.27,-2.71,,0.95,,0.95,1.56,0.95,0.34,0.95,0.95,0.95,0.95,0.34,1.56,0.34,0.34,0.95,-0.27,-0.88,-0.27,0.95,1.56,,0.95,,,0.34,0.95,,0.95,0.34,0.34,0.34,,,-0.88,0.95,0.34,,,1.56,0.34,0.95,1.56,0.95,0.95,,0.95,2.17,2.17,,2.17,,,,,,,,-0.27,,
